151|JAGUAR BOLIVIA SRL|17, 18|4295945|77400211|Av. CAPITAN VICTOR USTARIZ KM 6,7|Internacional|NO TIENE|NO TIENE ||
152|JAVIER TORRE ROBLES|25,16|51991203080||HUANCAYO C. PRIMAVERA 140|Integracion ó internacional|NO TIENE|NO TIENE ||
153|JOTTA EVOLUTION SRL|57|2492598|79520492|Av. Apumallan Nº 420 Piso 1 Of. 6|Bicentenario|NO TIENE|NO TIENE ||
154|JOYAS SOLANGIE|33|4506782|76494440|Ladislao Cabrera Nº 467 entre San Martin y 25 de Mayo|Bicentenario|NO TIENE|https://www.facebook.com/pages/Joyas-Solangie/543833422365114?fref=ts||
155|Joyeria Ayrin|30|4668429||Av. SAN MARTIN ESQ BRASIL Nº 901|Bicentenario|NO TIENE|NO TIENE ||
156|JUGUETES DE ACERO KUPER SRL|32|79681320||Av. PALMERAS 2795,URB. BELLOHORIZONTE LAGUNAS, DISTRITO 7, EL ALTO|Bicentenario|NO TIENE|NO TIENE ||
157|KATALEYA COFFEE|19, 20|77493366||Av. Portales entre Av. Santa Cruz y Tomas Frias 1485|Bolivia|NO TIENE|https://www.facebook.com/kataleya.coffeandpub?fref=ts||
158|KRONCE|1|77400191||Condominio Plaza Real, 9 C, Av. Beijing casi America|Bicentenario|NO TIENE|NO TIENE ||
159|LA VITALICIA SEGUROS Y REASEGUROS DE VIDA S.A.|27|4451301|4118831|Av. LIBERTADOR BOLIVAR N°1858|Bolivia|http://www.lavitaliciaseguros.com/|https://www.facebook.com/pages/La-Vitalicia-Seguros-Y-Reaseguros-De-Vida-SA/380169942028977?fref=ts||
160|LABORATORIO ARTESANAL INALFA|12|2821607||Av. ANTOFAGASTA N° 50 ESQUINA C. 4 ZONA VILLA DOLORES|Integracion|http://boliviaya.com/empresa/00250374-laboratorio-artesanal-inalfa.html|NO TIENE ||
161|LATIN AMERICA|3A11E|4668314||Av. Sajama 1060 entre Manco Kapac y Juana Azurduy|Integracion||NO TIENE ||
162|LAUREANO ROJAS|93|4251171|4251173|Av. Heroinas Nº 534|Internacional|NO TIENE|NO TIENE ||
163|LAURO & CIA|11, 12|4251171|4251173|Av. HEROINAS N° 534|Internacional|NO TIENE|NO TIENE ||
164|LIMON MEXICAN GRILL|111|4403430|75466338|Av. Santa Cruz Nº 1585|Plaza de Comidas|NO TIENE|NO TIENE ||
165|LINEA AEREA ECOJET S.A.|3A8E|4123700|71420742|Plazuela Constitucion esq. 16 de Julio|Area Externa|http://www.ecojet.bo/|NO TIENE ||
166|M&M IMPORTACIONES Y REPRESENTACIONES|26|3 3301931||SUAREZ DE FIGUEROA 264 ENTRE COLON Y VELASCO GALERIA VICTORIA LOCAL 7|Internacional|NO TIENE|NO TIENE ||
167|MACERBOL IMPORT - EXPORT S.R.L|1D26E|3627373|70975648|Barrio Conavi Clle Cnel A. Aymerich Nº 3465|Internacional|NO TIENE|NO TIENE ||
168|MACHOBOL PORTONES SAN MIGUEL|1, 2|4403724|76438638|Av. Melchor Perez de Olguin Nº 1928|Area Externa|NO TIENE|NO TIENE ||
169|MADERA DECORATIVA|11|4441980||COLINA GS DPTO I SURQUILLO|Integracion|NO TIENE|NO TIENE ||
170|MADIMAQ|16|4271532|72276510|Av. BEIGIN Nº 500|Bicentenario|NO TIENE|NO TIENE ||
171|MAGIC GAMES|31|2-2270369|2270369|Zona Villa Copacabana C. 1 Nro 2234-B|Integracion|NO TIENE|https://www.facebook.com/MagicGamesBo?fref=ts||
172|MANCOMUNIDAD DEL TROPICO|4|44136203||Av. Del Estudiante entre C. Marcelo Quiroga|Integracion|NO TIENE|NO TIENE ||
173|MANJAR DE ORO|49|4485899||AV AMERICA Nº 906 ESQ MELCHOR URQUIDI|Internacional|http://manjardeoro.com/|https://www.facebook.com/search/results/?q=MANJAR%20DE%20ORO&init=mag_glass&tas=search_preload&search_first_focus=1427317493241||
174|MANZANAS CANDY 1|Manzana 1|4795219||COÑA COÑA PASAJE K|Pastillas|NO TIENE|NO TIENE ||
175|MANZANAS CANDY 2|Manzana 2|72701451|4731727|C. Ricardo Soruco Santa Barbara|Pastillas|NO TIENE|NO TIENE ||
176|MANZANAS CANDY 3|Manzana 3|76917002||km 4 Av. Petrolera Barrio San Miguel Zona Sud|Pastillas|NO TIENE|NO TIENE ||
177|MANZANAS CANDY 4|Manzana 4|79373911||C. Armando Gutierrez Nº 04 Zona Coña Coña|Pastillas|NO TIENE|NO TIENE ||
178|MARMOL ONIX|5|4585552|72212929|Psje ZENTENO ANAYA ARZOBISPADO LOCAL 1|Bicentenario|NO TIENE|NO TIENE ||
179|MAUX|57|4285375|72292821|C. Espinoza Nº 2950 entre Niceto Rodriguez y Av. 2da|Artesanal|NO TIENE|NO TIENE ||
180|MEDICAL STORE|91, 92|4408470||C. Villa de Oropeza Nº 880 Edificio Miracena Piso Mezanine Dpto 1A|Bolivia|http://imbolivia.com/e/medical-store|NO TIENE ||
181|Mevar S.R.L.|91|4445438|4123082|Av. BLANCO GALINDO N° 1529|Bicentenario|NO TIENE|NO TIENE ||
182|MEXICANA DE IMPORTACIÓN Y EXPORTACION|88|2786247 - 2782081|2783734|Av. 14 DE SEPTIEMBRE Nº 5652 OBRAJES|Internacional|NO TIENE|NO TIENE ||
183|MILCAR SRL|101|4718761|77909039|KM. 4 1/2 A SACABA C. JACARANDA Nº 153|Internacional||NO TIENE ||
184|MILLER BEBIDAS Y ALIMENTOS S.A.|29|4036256|79977777|Av. MELCHOR URQUIDI Nº 1274|Plaza de Comidas|NO TIENE|NO TIENE ||
185|MIO|17|4542522||C. Sucre Nº 1369|Internacional|NO TIENE|NO TIENE ||
186|MMB CYLINDERS SRL|86|4710606||Av. VILLAZON KM 5 ? - PSJE. INNOMINADA S/N ZONA AMANCAYAS|Bicentenario|NO TIENE|NO TIENE ||
187|Moda Corp|48|4520211||C. 16 de Julio esquina La Paz|Bicentenario|NO TIENE|NO TIENE ||
188|Moda Corp|95|4520211||C. 16 de Julio esquina La Paz|Bicentenario|NO TIENE|NO TIENE ||
189|MODAS NAYRA|91|4284245||Ismael Cespedes esq. Chimane 1311|Internacional|NO TIENE|NO TIENE ||
190|MONOPOL LTDA|3B9E|4432121|4117340|C. Claudio Ptolomeo Nº 258 entre Beijing y G. Suarez|Area Externa|http://www.pinturasmonopol.com/|https://www.facebook.com/pinturasmonopolLt?fref=ts||
191|MUEBLES SANTIAGO SRL|68|4317300|71720581|Av. Reducto s/n Pasaje Santiago|Bicentenario|NO TIENE|https://www.facebook.com/pages/Muebles-Santiago/187603148092611||
192|MUEBLES ZAMON|39|72207445|4481000|Av. AMERICA ESQUINA M AGUIRRE FRENTE A GIMNASIO PREMIER|Bicentenario|NO TIENE|NO TIENE ||
193|MUNDO HOGAR|22|77589296||C. Herrera esq. Potosi|Integracion|NO TIENE|NO TIENE ||
194|MY HOUSE|84, 85|77589293||Av. AMERICA 1196|Bicentenario|NO TIENE|NO TIENE ||
195|NACIONAL VIDA S.A.|95, 96|4457100|4457104|Av. America Nº 397|Bolivia|http://www.nacionalvida.com.bo/|https://www.facebook.com/profile.php?id=100008365176419&fref=ts||
196|NTC NEW TRAINING CENTER|47|4020851|77918320|C. ORURO Nº 219 ESQ. BALLIVIAN|Bicentenario|NO TIENE|NO TIENE ||
197|NUEVATEL PCS DE BOLIVIA S.A.|2A8E, 2A32E|4485551|4485353|Av. SANTA CRUZ N°1344|Area Externa|http://www.viva.com.bo/?utm_expid=46259348-1.3vihQF7cR_20sRPimBLl3Q.0&utm_referrer=https%3A%2F%2Fwww.google.com.bo%2F|https://www.facebook.com/viva.nuevatelpcs?fref=ts||
198|ODONTO VIA|34|4512595||C. Antezana n° 178|Area Externa|NO TIENE|NO TIENE ||
199|OLAM|59|4505665|71769918|C. Nataniel Aguirre Nº 389 casi esq Jordan|Artesanal|NO TIENE|NO TIENE ||
200|OPTICA BUENOS AIRES|44, 45, 46|4520650|4520650|Av. SAN MARTIN N° 283|Bolivia|http://imbolivia.com/e/optica-buenos-aires|NO TIENE ||
201|OPTICA MUNDO VISION|79|4062578|70350627|C. ANGOSTURA Nº 1568|Bicentenario|NO TIENE|https://www.facebook.com/pages/Optica-Mundo-Vision/275225549354975?fref=ts||
202|OPTICA ROCHESTER SRL|98, 99|4254705|4254705|Av. SAN MARTIN N° 0222|Bolivia|http://es.boliviayp.com/company/58881/ROCHESTER_TU_%C3%93PTICA|NO TIENE ||
203|ORGANICA DEL SUR SRL|47|4379000|4379001|C. Libertador Bolivar s/n Sumumpaya Sud Colcapirhua|Area Externa|NO TIENE|NO TIENE ||
204|PANABOL LTDA|16|4581024||Av. Trompillo 2do Anillo|Bicentenario|http://www.panabolautoparts.com/|https://www.facebook.com/PanabolLtda?fref=ts||
205|PASTILLAS 0|65|4286904||LOLA TABORGA DE REQUENA ZONA SARCO|Pastillas|NO TIENE|NO TIENE ||
206|PASTILLAS 5|2A42E|67400644||VILLA COSMOS|Pastillas|NO TIENE|NO TIENE ||
207|PATITAS DESCALZAS|37, 38|4298385||Av. Pando esq. Jacaranda|Artesanal|NO TIENE|NO TIENE ||
208|PETER IND|33,55|6425412|61883972|C. Ana Pavlova final Juan de la Rosa y America Oeste|Artesanal|NO TIENE|NO TIENE ||
209|PIL ANDINA S.A.|27, 28, 3C5E|4260164|4264410|Av. BLANCO GALINDO KM 10,5|Area Externa ó Plaza de Comidas|http://www.pilandina.com.bo/|https://www.facebook.com/pages/Pil-Andina-SA/273703406168615?fref=ts||
210|PISABOL S.R.L.|7|4430340|4242621|C. IRIGOYEN N°33 SARCO entre Moyo Moyo y Yuqui|Bolivia ó Internacional|http://www.bo.all.biz/pisabol-srl-e1766|NO TIENE ||
211|PIZZERIA NAPOLIS|1|4025487|67405781|LIBERTADOR BOLIVAR N°1323|Plaza de Comidas|NO TIENE|https://www.facebook.com/pages/Pizzeria-Napolis/336727936422960?fref=ts||
212|PLASTICOS CARMEN SRL|2A14E|3332762|3371272|Av. Uruguay Nº 640|Area Externa|http://amerpages.com/spa/bolivia/items/view/3771/plasticos-carmen-s-r-l|NO TIENE ||
213|PLATERIA SANTIAGO|82|4299199||Av. Villazon 315 km 1 1/2 rotonda SNC|Bicentenario|NO TIENE|NO TIENE ||
214|PLAYA TURQUESA SRL|15|3416262|69202220|AV SAN MARTIN Nº 1100 ESQ AZUCENAS|Bicentenario|http://www.trabajopolis.bo/empresa-con-ofertas-de-trabajo-y-empleo-en-bolivia/283573/PLAYA-TURQUESA-SRL|NO TIENE ||
215|PREVIOUs PUB|78|70727133|4553310|25 de Mayo Nº 0811|Area Externa|NO TIENE|NO TIENE ||
216|PRODUCTOS ECOLOGICOS NATURALEZA S.A.|2A41E|4460500||Av. Melchor Urquidi 2161|Bolivia|http://www.comunidadandina.org/atrc/41/seminario/productos_ecologicos_naturales_bolivia.pdf|https://www.facebook.com/frutteecologica?fref=ts||
217|PRODUCTOS NATURALES VICTORIA|17|79984414||ZONA CHIMBA C. LOS ARCES|Integracion|NO TIENE|NO TIENE ||
218|PULLMAN LTDA|95, 96, 97, 100, 101, 102|4486194||Av. Pando 1182|Bicentenario|http://www.colchonespullman.com/|NO TIENE ||
219|RECAUCHUTADORA POTOSI|3A15E|4376500||Av. BLANCO GALINDO KM 7|Internacional|NO TIENE|https://www.facebook.com/recauchutadorapotosi?fref=ts||
220|REGASA INDUSTRIA Y COMERCIO LTDA.|3, 4, 5|4726445||Av. Eliodoro Villazon N° 11150|Internacional|NO TIENE|NO TIENE ||
221|REPRESENTACIONES R&R|14|4456186||C. BARTOLINA SISA N° 171|Integracion|NO TIENE|NO TIENE ||
222|RESIDE SRL|48|4799395|4799395|Av. America Nº 1108 Edif. Terrado Piso 5 Of. 4 Arriba BNB|Bolivia|NO TIENE|NO TIENE ||
223|RESTAURANT CHURRASQUERIA BUFALO|74|4239138 - 70706021|70397681|Av. DORBIGNI S/N ENTRE ANTOFAGASTA Y CARACOLES|Plaza de Comidas|NO TIENE|https://www.facebook.com/pages/Churrasqueria-El-Bufalo/1511310485764876?fref=ts||
224|RESTAURANT JUANA|2A25E|79733034|4505636|Av. Siglo XX Nº 150 Zona Alalay Norte Barrio Minero|Area Externa|NO TIENE|NO TIENE ||
225|RIBERT|39|4282519|4235514|Av. SAN MARTIN N° 671|Bicentenario|NO TIENE|NO TIENE ||
226|RIO SELVA RESORT S.A.|85, 86, 87|2411818|2411561|C. ROMECIN CAMPOS 696 ZONA SOPOCACHI|Bolivia|http://www.rioselva.com.bo/contacto.html|https://www.facebook.com/HotelesRioSelvaResort?fref=ts||
227|Romalini|75|4524380||C. ANTEZANA Nº 377 CASI VENEZUELA|Internacional|NO TIENE|NO TIENE ||
228|ROSA DE FRANCIA|18|71213433||C. TARAPACA Nº 749 4TO PISO ZONA 14 DE SEPTIEMBRE|Integracion|http://boliviaya.com/empresa/00222808-joyeria-y-relojeria-rosa-de-francia.html|NO TIENE ||
229|SAFI MERCANTIL SANTA CRUZ S.A.|24, 25|4251845|4251845|C. CALAMA Nº 242 AGENCIA BANCO MERCANTIL SANTA CRUZ AUTOBANCO|Bolivia|https://www.safimsc.com/|https://www.facebook.com/safimsc||
230|SEGURIDAD ELECTRONICA INTEGRADA SEI|31, 32|4425515||1|Internacional|NO TIENE|https://www.facebook.com/sei.seguridadelectronicaintegrada?fref=ts||
231|SERVICIO DE IMPUESTOS NACIONALES|10|4501325-4501331|4501326-4501332|C. JORDAN Nº 259 ENTRE ESTEBAN ARCE Y NATANIEL AGUIRRE|Bicentenario|http://www.impuestos.gob.bo/|https://www.facebook.com/sinbolivia?fref=ts||
232|SERVICIO INDUSTRIAL Y MAQUINARIA ANTEZANA SRL|92, 93,53|2250081|2252407|ZONA SANTA ROSA C. 5 ENTRE AV ARICA Y CIVICA|Internacional ó externa|http://www.simasrl.com/|NO TIENE ||
233|SERVICIO NACIONAL DE PROPIEDAD INTELECTUAL (SENAPI)|20|2115700||C. Potosí y Colón N° 1278, Edificio Atalaya, piso 4.|Bolivia|http://www.senapi.gob.bo/index.asp|NO TIENE ||
234|SESAME FOODS CORPORATION S.A.|35, 36, 37|77302759|77302759|Av. BLANCO GALINDO KM 6 1/2 ENTRADA A MARINA DEL REY A LADO DEL MOTEL TANTRA|Bolivia|http://www.advanceconsulting.nl/news/5819/2013/11/sesame-food-corporation-launches-don-sesamo|NO TIENE ||
235|SHANS - EL OJO TURCO|15|72038246||C. REPUBLICA DOMINICANA Nº 1906 ZONA MIRAFLORES LA PAZ|Internacional|NO TIENE|NO TIENE ||
236|SHEN TIANYING|20|3470496|79909609|Av. Omar Chavez Nº 664|Internacional|NO TIENE|NO TIENE ||
237|SHIVA|109|73117848||Av. 5TO ANILLO 3555|Internacional|NO TIENE|NO TIENE ||
238|SHOPPING VC|2B47E|4242912|72237748|Av. America Nº 652 casi Potosi|Area Externa|NO TIENE|NO TIENE ||
239|SIBA LTDA|3B23E|4525945|79367393|Av. Salamanca Nº 675 Edif. Sisteco piso 6 Of. 1|Bolivia|http://imbolivia.com/e/singanis-bebidas-y-alimentos-siba-ltda|NO TIENE ||
240|SILDEC SRL|2, 3|4554840|76403999|C. Esteban Arce Nº 1417|Bolivia|NO TIENE|NO TIENE ||
241|SIMSA - SOCIEDAD INDUSTRIAL MOLINERA S.A.|117|2430533|2430533|Av. Chacaltaya Nº 774|Bolivia|http://www.cabolqui.org/es/miembros/sociedad-industrial-molinera-sa/|NO TIENE ||
242|SISTEMAS ELECTRONICOS DE SEGURIDAD SES|43|4020384|72748707|Av. Dorbigni Nº 228 casi Villavicencio|Bolivia|http://www.sesbolivia.com/|NO TIENE ||
243|SJ CORP|44|4029230|79168398|C. Caracol Nº 17 Tiquipaya sobre Av. Ecologica|Artesanal|NO TIENE|NO TIENE ||
244|SOCIEDAD ANONIMA COMERCIAL INDUSTRIAL - SACI|2A38E|4379900|4379901|Av. Blanco Galindo Km 6 1/2|Area Externa|http://www.saci.com.bo/|https://www.facebook.com/pages/SACI-Sociedad-An%C3%B3nima-Comercial-Industrial/473154326032006?fref=ts||
245|SONON´G SRL|56|69410349||C. Esteban Arze Nº 1324|Internacional|NO TIENE|NO TIENE ||
246|SOYAVIT|33|2481392||C. COROICO 1442 (3ER PISO SOBRE ACADEMIA TENIENTE)|Integracion|NO TIENE|https://www.facebook.com/pages/Soyavit/1532817343603783?fref=ts||
247|STHEFF|61|4488888 - 4405403||PEDRO BLANCO 375, ZONA MAYORAZGO|Bolivia|NO TIENE|NO TIENE ||
248|STP SANEAR SRL|1C17E|3642665|3642665|Parque Industrial Mza 43 A L/8|Area Externa|http://www.boliviawebdirectory.com/mas_detalles.php?emp=8359|https://www.facebook.com/pages/STP-Sanear/915689278494589?fref=ts||
249|TAIYO MOTORS S.A.|69|4485804 - 79675701|4485805|Av. Pando Nº 1191|Area Externa|http://www.nissan.com.bo/sp/web/homepage/index.htm|https://www.facebook.com/groups/nissantrinidad/?fref=ts||
250|TAIYO MOTORS S.A.|105, 106|4485804 - 79675701|4485805|Av. Pando Nº 1191|Bicentenario|http://www.nissan.com.bo/sp/web/homepage/index.htm|https://www.facebook.com/groups/nissantrinidad/?fref=ts||
251|TCOP IMPORT EXPORT SRL|52|4503790|76402565|C. 16 De Julio Nº 278|Bicentenario|NO TIENE|NO TIENE ||
252|TECHNOCASA|88|4662314||Av. HEROINAS 880|Bicentenario|http://bolivia.inmobiliaria.com/inmobiliaria-de_santa-cruz-tecnocasa-bolivia-F12353.htm|NO TIENE ||
253|TERMODINAMICA LTDA.|9|471-7730||Av. Villazón No 3671|Internacional|http://www.termodinamicaltd.com/?lang=es|NO TIENE ||
254|TERMOLATINA BOLIVIA S.R.L|41|4520067||C. Baptista esq. Mexico 499|Bicentenario|http://www.termolatinabolivia.com/|NO TIENE ||
255|THERMOCONTROL INGENIERIA|38, 39, 40|4224118|4255447|ANTEZANA Nº 432|Bolivia|NO TIENE|https://www.facebook.com/ThermocontrolIngenieria?ref=ts&fref=ts||
256|Tipiko Ropa Infantil|21|4495767||ESMERALDA NORTE PARADA 5|Integracion|http://www.padreshispanos.com/manualidades_y_arte/trajes-tipicos-del-mundo-oruro-bolivia/549/|NO TIENE ||
257|TOYOSA S.A.|1B35E|4796062|4796260|Av. America Nº 1632 esq. Tupac Amaru|Area Externa|http://www.toyosa.com/|https://www.facebook.com/TOYOSA.SA||
258|TRANSBEL S.A.|3B7E|3142500|3142500|4TO ANILLO ENTRE PARAGUA Y MUTUALISTA EDIF BELCORP|Area Externa|NO TIENE|https://www.facebook.com/profile.php?id=100009041345244&fref=ts||
259|TRANSFORPLAS|40|4750065|4750065|C. PENOCO ESQ. PGUAPOMON|Integracion|NO TIENE|NO TIENE ||
260|TRANSPORTES AEREOS BOLIVIANOS - TAB|43, 44, 45|4590990||Av, Killmann 1691|Bolivia|http://tab-bolivia.com/|https://www.facebook.com/pages/Transportes-A%C3%A9reos-Bolivianos/114977045184330?fref=ts&rf=113155655361959||
261|TRIBALINK|34|72273012||C. Cochabamba Tiquipaya|Artesanal|NO TIENE|NO TIENE ||
262|TURBABOL|103|4561500||Av. 6 DE AGOSTO Nº 1765 Y MOXOS|Bicentenario|NO TIENE|NO TIENE ||
263|TUVES TV SATELITAL BOLIVIA S.A.|21, 22|2004577 - 76787362||Av. Sanchez Lima Nº 2360 Edif. Sky Tower Of. 10 mezanine La Paz|Internacional|NO TIENE|NO TIENE ||
264|UNIVERSIDAD SIMON I PATIÑO|30|4259029||Av. Villazon Km1 a Sacaba|Bicentenario|http://usip.edu.bo/|https://www.facebook.com/posgrado.universidadsimoni.patino?ref=br_rs||
265|USM BOLIVIA SRL|2A11E|4504275||Av. HEROINAS Nº 601|Area Externa|NO TIENE|https://www.facebook.com/usm.bolivia?fref=ts||
266|Vanidades Bijouteria|28|75600759|4299199|C. 24 DE SPETIEMBRE BAZAR MARISOL|Integracion|NO TIENE|NO TIENE ||
267|Vinos Casanova|19|4751830|4502130|Av. GUAPURU ENTRE GUAYACAN Y RUISEÑOR|Bicentenario|http://www.lostiempos.com/especiales/edicion/especiales/20130502/bodegas-y-vinedos-ven-a-la-feicobol-como-su-mejor_211449_454147.html|https://www.facebook.com/VinosCasanova||
268|VINOS LA TORRE|32,6|72781580||LADISLAO CABRERA Y NATANIEL AGUIRRE|Bicentenario ó integracion ?? |NO TIENE|NO TIENE ||
269|VITRIFICADOS DEL CARMEN|46|4236104|77423035|final republica y barriendos parque ferroviario Nº 255|Artesanal|NO TIENE|NO TIENE ||
270|WAYRA IMPORTACIONES SRL|2B46E|4370897||Av. Blanco Galindo km 6 1/2|Area Externa|NO TIENE|NO TIENE ||
271|WORLD PRODUCT TV|22|4511221|4511605|SAN MARTIN N°540|Integracion|NO TIENE|NO TIENE ||
272|YESID RAFAEL ARAMBURO GUERRERO|3B24E|4798393|72207043|C. 16 DE JULIO Nº 1621|Internacional|NO TIENE|NO TIENE ||
273|YESID RAFAEL ARAMBURO GUERRERO|3C3E|4798393|72207043|C. 16 DE JULIO Nº 1621|Internacional|NO TIENE|NO TIENE ||
274|Yuli Import|78, 79, 80, 81, 82, 83|4584025 - 4585607||Tumusla Nº 107|Bicentenario|http://www.yuliimport.com/|NO TIENE ||
275||||||||||
276||||||||||
277||||||||||
278||||||||||
279||||||||||
280||||||||||
281||||||||||
282||||||||||
283||||||||||
284||||||||||
285||||||||||
286||||||||||
287||||||||||
288||||||||||
289||||||||||
290||||||||||
291||||||||||
292||||||||||
293||||||||||
294||||||||||
295||||||||||
296||||||||||
297||||||||||
298||||||||||
299||||||||||
300||||||||||
301||||||||||
302||||||||||
303||||||||||
304||||||||||
305||||||||||
306||||||||||
307||||||||||
308||||||||||
309||||||||||
310||||||||||
311||||||||||
312||||||||||
313||||||||||
314||||||||||
315||||||||||
316||||||||||
317||||||||||
318||||||||||
319||||||||||
320||||||||||
321||||||||||
322||||||||||
323||||||||||
324||||||||||
325||||||||||
326||||||||||
327||||||||||
328||||||||||
329||||||||||
330||||||||||
331||||||||||
332||||||||||
333||||||||||
334||||||||||
335||||||||||
336||||||||||
337||||||||||
338||||||||||
339||||||||||
340||||||||||
341||||||||||
342||||||||||
343||||||||||
344||||||||||
345||||||||||
346||||||||||
347||||||||||
348||||||||||
349||||||||||
350||||||||||
351||||||||||
352||||||||||
353||||||||||
354||||||||||
355||||||||||
356||||||||||
357||||||||||
358||||||||||
359||||||||||
360||||||||||
361||||||||||
362||||||||||
363||||||||||
364||||||||||
365||||||||||
366||||||||||
367||||||||||
368||||||||||
369||||||||||
370||||||||||
371||||||||||
372||||||||||
373||||||||||
374||||||||||
375||||||||||
376||||||||||
377||||||||||
378||||||||||
379||||||||||
380||||||||||
381||||||||||
382||||||||||
383||||||||||
384||||||||||
385||||||||||
386||||||||||
387||||||||||
388||||||||||
389||||||||||
390||||||||||
391||||||||||
392||||||||||
393||||||||||
394||||||||||
395||||||||||
396||||||||||
397||||||||||
398||||||||||
399||||||||||
400||||||||||
401||||||||||
402||||||||||
403||||||||||
404||||||||||
405||||||||||
406||||||||||
407||||||||||
408||||||||||
409||||||||||
410||||||||||
411||||||||||
412||||||||||
413||||||||||
414||||||||||
415||||||||||
416||||||||||
417||||||||||
418||||||||||
419||||||||||
420||||||||||
421||||||||||
422||||||||||
423||||||||||
424||||||||||
425||||||||||
426||||||||||
427||||||||||
428||||||||||
429||||||||||
430||||||||||
431||||||||||
432||||||||||
433||||||||||
434||||||||||
435||||||||||
436||||||||||
437||||||||||
438||||||||||
439||||||||||
440||||||||||
441||||||||||
442||||||||||
443||||||||||
444||||||||||
445||||||||||
446||||||||||
447||||||||||
448||||||||||
449||||||||||
450||||||||||
451||||||||||
452||||||||||
453||||||||||
454||||||||||
455||||||||||
456||||||||||
457||||||||||
458||||||||||
459||||||||||
460||||||||||
461||||||||||
462||||||||||
463||||||||||
464||||||||||
465||||||||||
466||||||||||
467||||||||||
468||||||||||
469||||||||||
470||||||||||
471||||||||||
472||||||||||
473||||||||||
474||||||||||
475||||||||||
476||||||||||
477||||||||||
478||||||||||
479||||||||||
480||||||||||
481||||||||||
482||||||||||
483||||||||||
484||||||||||
485||||||||||
486||||||||||
487||||||||||
488||||||||||
489||||||||||
490||||||||||
491||||||||||
492||||||||||
493||||||||||
494||||||||||
495||||||||||
496||||||||||
497||||||||||
498||||||||||
499||||||||||
500||||||||||
501||||||||||
502||||||||||
503||||||||||
504||||||||||
505||||||||||
506||||||||||
507||||||||||
508||||||||||
509||||||||||
510||||||||||
511||||||||||
512||||||||||
513||||||||||
514||||||||||
515||||||||||
516||||||||||
517||||||||||
518||||||||||
519||||||||||
520||||||||||
521||||||||||
522||||||||||
523||||||||||
524||||||||||
525||||||||||
526||||||||||
527||||||||||
528||||||||||
529||||||||||
530||||||||||
531||||||||||
532||||||||||
533||||||||||
534||||||||||
535||||||||||
536||||||||||
537||||||||||
538||||||||||
539||||||||||
540||||||||||
541||||||||||
542||||||||||
543||||||||||
544||||||||||
545||||||||||
546||||||||||
547||||||||||
548||||||||||
549||||||||||
550||||||||||
551||||||||||
552||||||||||
553||||||||||
554||||||||||
555||||||||||
556||||||||||
557||||||||||
558||||||||||
559||||||||||
560||||||||||
561||||||||||
562||||||||||
563||||||||||
564||||||||||
565||||||||||
566||||||||||
567||||||||||
568||||||||||
569||||||||||
570||||||||||
571||||||||||
572||||||||||
573||||||||||
574||||||||||
575||||||||||
576||||||||||
577||||||||||
578||||||||||
579||||||||||
580||||||||||
581||||||||||
582||||||||||
583||||||||||
584||||||||||
585||||||||||
586||||||||||
587||||||||||
588||||||||||
589||||||||||
590||||||||||
591||||||||||
592||||||||||
593||||||||||
594||||||||||
595||||||||||
596||||||||||
597||||||||||
598||||||||||
599||||||||||
600||||||||||
601||||||||||
602||||||||||
603||||||||||
604||||||||||
605||||||||||
606||||||||||
607||||||||||
608||||||||||
609||||||||||
610||||||||||
611||||||||||
612||||||||||
613||||||||||
614||||||||||
615||||||||||
616||||||||||
617||||||||||
618||||||||||
619||||||||||
620||||||||||
621||||||||||
622||||||||||
623||||||||||
624||||||||||
625||||||||||
626||||||||||
627||||||||||
628||||||||||
629||||||||||
630||||||||||
631||||||||||
632||||||||||
633||||||||||
634||||||||||
635||||||||||
636||||||||||
637||||||||||
638||||||||||
639||||||||||
640||||||||||
641||||||||||
642||||||||||
643||||||||||
644||||||||||
645||||||||||
646||||||||||
647||||||||||
648||||||||||
649||||||||||
650||||||||||
651||||||||||
652||||||||||
653||||||||||
654||||||||||
655||||||||||
656||||||||||
657||||||||||
658||||||||||
659||||||||||
660||||||||||
661||||||||||
662||||||||||
663||||||||||
664||||||||||
665||||||||||
666||||||||||
667||||||||||
668||||||||||
669||||||||||
670||||||||||
671||||||||||
672||||||||||
673||||||||||
674||||||||||
675||||||||||
676||||||||||
677||||||||||
678||||||||||
679||||||||||
680||||||||||
681||||||||||
682||||||||||
683||||||||||
684||||||||||
685||||||||||
686||||||||||
687||||||||||
688||||||||||
689||||||||||
690||||||||||
691||||||||||
692||||||||||
693||||||||||
694||||||||||
695||||||||||
696||||||||||
697||||||||||
698||||||||||
699||||||||||
700||||||||||
701||||||||||
702||||||||||
703||||||||||
704||||||||||
705||||||||||
706||||||||||
707||||||||||
708||||||||||
709||||||||||
710||||||||||
711||||||||||
712||||||||||
713||||||||||
714||||||||||
715||||||||||
716||||||||||
717||||||||||
718||||||||||
719||||||||||
720||||||||||
721||||||||||
722||||||||||
723||||||||||
724||||||||||
725||||||||||
726||||||||||
727||||||||||
728||||||||||
729||||||||||
730||||||||||
731||||||||||
732||||||||||
733||||||||||
734||||||||||
735||||||||||
736||||||||||
737||||||||||
738||||||||||
739||||||||||
740||||||||||
741||||||||||
742||||||||||
743||||||||||
744||||||||||
745||||||||||
746||||||||||
747||||||||||
748||||||||||
